date,Investigate Person,Larceny,Harassment,Property Lost,Fraud,Auto Theft,Counterfeiting,Confidence Games,Commercial Burglary,Vandalism,Other,Missing Person Reported,Police Service Incidents,License Plate Related Incidents,Residential Burglary,Simple Assault,Property Found,Larceny From Motor Vehicle,Medical Assistance,Motor Vehicle Accident Response,Aggravated Assault,Landlord/Tenant Disputes,Investigate Property,Auto Theft Recovery,Missing Person Located,Embezzlement,Violations,Criminal Harassment,Disorderly Conduct,Warrant Arrests,Other Burglary,Restraining Order Violations,Recovered Stolen Property,Service,Property Related Damage,Robbery,Towed,Evading Fare,License Violation,Verbal Disputes,Fire Related Reports,Firearm Violations,Search Warrants,Operating Under the Influence,Drug Violation,Prisoner Related Incidents,Firearm Discovery,Ballistics,Liquor Violation,Homicide,Offenses Against Child / Family,Harbor Related Incidents,Arson,Assembly or Gathering Violations,Bomb Hoax,Aircraft,Phone Call Complaints,Prostitution,HUMAN TRAFFICKING,HOME INVASION,Explosives,,city
2018-06-28,19,18,2,7,10,8,1,2,4,19,17,2,2,1,6,13,4,8,25,35,6,1,14,1,6,0,3,0,1,5,1,1,0,0,0,4,11,1,0,16,2,1,1,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-06-29,14,26,1,13,4,5,0,1,6,5,10,2,2,1,3,13,1,9,28,35,6,3,8,2,4,0,2,0,2,4,0,2,1,1,0,2,19,2,1,13,0,3,1,0,9,0,1,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,Boston
2018-06-30,16,26,3,11,6,4,0,4,3,13,14,3,3,0,4,21,6,7,23,39,6,1,8,1,6,0,5,0,2,6,0,1,1,1,0,5,14,0,1,15,1,5,3,0,10,0,0,1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,Boston
2018-07-01,23,13,10,15,13,4,1,0,1,17,19,2,0,1,3,17,6,3,20,21,8,1,11,1,5,0,5,1,0,1,0,2,2,0,0,6,15,1,1,19,2,3,0,0,5,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,Boston
2018-07-02,13,20,4,7,9,9,0,0,3,13,13,4,5,1,1,13,1,7,30,24,6,1,5,0,5,0,11,0,3,11,1,4,1,0,1,2,14,0,3,12,1,1,4,0,28,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-07-03,12,27,4,14,3,4,2,4,1,17,17,1,4,0,4,24,2,8,34,45,6,0,12,1,4,0,3,0,0,4,0,0,1,0,1,3,6,0,1,16,0,2,0,0,21,1,1,1,2,1,3,0,0,2,0,0,0,0,0,0,0,0,Boston
2018-07-04,14,23,5,7,3,6,0,1,2,14,14,5,2,2,4,19,2,5,22,27,12,1,22,0,5,0,7,0,5,4,0,1,2,1,0,3,6,0,0,14,1,5,0,0,9,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-07-05,21,30,1,14,13,4,5,1,1,13,20,1,3,0,2,14,4,9,30,38,10,0,11,2,3,1,3,0,1,6,0,2,4,0,0,4,14,0,0,7,5,0,0,0,13,1,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-07-06,19,22,3,9,8,8,2,3,4,12,12,4,1,0,3,14,6,6,22,27,10,0,12,1,5,0,3,0,2,7,0,1,2,0,0,5,8,0,0,14,4,2,0,0,13,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-07-07,14,31,5,7,3,4,2,3,1,12,6,2,2,0,8,17,3,6,27,27,7,1,12,1,2,0,3,0,2,8,0,2,0,0,1,5,7,0,1,12,3,1,0,0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-07-08,7,23,0,6,2,5,0,1,0,13,14,5,1,0,4,17,4,7,17,35,8,2,11,2,5,0,7,1,0,3,0,1,1,0,1,2,2,0,0,12,0,2,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Boston
2018-07-09,12,29,0,10,12,2,2,4,0,10,9,4,3,0,6,9,6,9,27,32,6,3,10,1,4,1,9,0,2,4,2,0,3,0,0,2,16,0,3,19,3,1,2,1,17,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,Boston
2018-07-10,21,26,3,8,11,4,0,2,0,16,21,3,3,0,3,15,5,13,22,32,8,2,11,1,5,0,10,0,0,5,0,2,1,0,0,3,8,1,0,9,3,1,0,0,20,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Boston
2018-07-11,14,22,3,6,6,3,0,0,0,15,19,5,2,0,4,13,3,11,33,38,7,3,13,1,9,0,6,1,4,9,0,1,3,2,0,2,6,0,0,12,0,1,0,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-07-12,14,20,3,11,3,5,1,2,0,9,17,4,6,0,6,20,4,10,24,47,5,1,4,0,6,0,2,0,4,6,0,3,1,0,1,2,3,2,2,9,3,1,2,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-07-13,17,22,6,8,13,6,2,3,1,4,19,4,8,2,6,16,5,11,22,29,7,1,11,1,6,0,0,0,0,5,0,1,1,1,0,4,4,1,5,7,0,0,0,0,18,1,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,Boston
2018-07-14,13,27,4,8,3,5,1,3,0,9,11,3,3,0,2,17,4,10,29,33,14,1,14,0,7,0,10,0,2,6,0,3,1,0,1,1,7,1,3,10,4,1,0,0,8,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,Boston
2018-07-15,15,20,1,12,3,4,2,1,1,11,9,3,3,2,3,11,4,11,24,28,5,0,10,0,5,1,4,0,1,3,0,0,0,0,0,6,12,0,3,18,2,0,0,0,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Boston
2018-07-16,8,30,5,8,5,5,1,2,1,6,18,2,1,0,3,19,7,8,13,28,4,1,7,3,8,0,2,0,1,10,1,2,1,1,0,2,7,0,0,13,1,1,0,1,17,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-07-17,13,20,3,7,7,5,1,1,0,9,11,3,1,0,5,13,3,7,16,33,8,1,5,1,5,0,3,0,4,9,0,0,2,1,1,9,18,0,0,13,0,1,1,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-07-18,15,19,2,11,6,6,0,3,1,11,23,2,8,0,3,8,3,8,11,38,6,2,10,1,7,0,3,0,0,7,0,1,1,0,0,1,17,1,1,6,1,1,3,0,22,0,1,1,3,0,0,2,0,2,1,0,0,0,0,0,1,0,Boston
2018-07-19,15,35,2,10,5,8,3,4,3,13,22,0,2,1,4,15,5,15,14,31,5,1,5,2,1,1,8,0,1,6,0,1,2,0,0,3,6,0,0,18,1,5,0,0,9,0,1,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,Boston
2018-07-20,18,38,3,7,9,3,1,2,1,7,22,2,6,0,3,19,2,5,20,19,4,4,6,1,6,0,1,0,0,7,2,2,1,1,2,1,6,0,2,17,3,0,0,0,20,0,0,0,3,0,2,0,0,1,0,0,0,1,0,0,0,0,Boston
2018-07-21,16,30,8,10,5,2,2,5,1,15,7,1,2,0,4,18,7,6,31,35,8,2,5,1,3,0,4,0,1,5,1,0,0,0,1,5,10,0,0,10,2,1,0,0,12,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Boston
2018-07-22,9,25,3,9,5,3,0,0,0,12,15,2,2,0,4,17,2,12,25,28,5,0,8,0,4,0,3,0,2,4,0,2,2,0,3,1,7,0,0,20,0,5,0,0,10,0,0,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,Boston
2018-07-23,14,29,3,4,11,4,3,1,2,14,13,5,2,0,8,17,3,18,18,31,8,1,16,1,6,0,4,0,3,5,1,2,1,0,2,5,18,1,1,11,2,1,0,1,18,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-07-24,19,25,2,9,8,4,0,1,0,10,15,1,3,1,2,15,5,14,27,30,8,0,14,0,4,0,6,2,0,7,0,1,1,0,1,1,12,0,0,12,4,2,0,0,28,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Boston
2018-07-25,17,37,2,10,7,4,0,1,0,11,13,5,8,2,4,17,7,8,24,29,10,0,18,1,6,0,8,0,1,9,0,1,0,0,0,2,12,0,0,9,0,0,0,0,17,2,1,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-07-26,15,23,4,10,4,7,0,1,3,6,19,6,6,2,3,14,6,7,15,31,10,1,15,1,8,0,6,0,2,5,0,3,1,0,2,1,10,0,0,21,1,1,0,0,13,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,Boston
2018-07-27,15,39,10,9,9,3,2,4,1,13,18,0,6,0,6,12,4,13,20,30,6,2,5,2,1,0,8,0,1,8,1,2,2,0,0,1,6,1,0,16,3,1,0,0,15,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-07-28,11,22,1,17,3,4,3,5,0,8,26,1,0,0,5,20,3,9,20,30,9,0,17,0,6,0,5,0,2,6,1,1,1,0,0,3,15,0,2,12,0,7,0,0,10,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,Boston
2018-07-29,14,19,2,15,8,4,0,3,0,13,13,2,1,1,3,17,4,12,18,34,18,3,10,0,8,0,3,0,0,2,0,1,1,0,3,5,9,1,0,10,1,1,0,0,2,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-07-30,16,38,3,7,9,6,1,2,1,13,15,1,0,0,2,11,8,8,19,27,8,2,10,2,2,0,4,0,2,9,0,0,2,0,0,1,11,0,1,9,0,1,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-07-31,24,32,1,14,9,8,2,1,0,10,15,2,3,0,1,12,5,8,17,29,5,2,14,0,3,0,4,0,1,3,0,3,2,0,0,6,11,0,1,20,1,0,0,0,9,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,Boston
2018-08-01,15,25,6,20,14,4,0,3,1,16,12,0,5,0,3,17,4,6,14,29,8,3,8,0,3,0,4,0,0,6,0,1,0,0,0,3,12,0,1,11,1,1,1,1,22,0,1,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0,Boston
2018-08-02,16,21,2,6,10,5,0,6,0,5,13,2,3,0,5,20,2,14,23,27,6,1,15,0,4,1,1,0,3,11,1,6,1,0,0,4,10,0,2,21,3,2,3,0,11,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-03,20,34,3,16,8,6,0,2,0,15,19,1,1,1,6,11,5,7,28,40,6,0,11,3,6,0,5,0,1,12,0,3,2,0,0,5,12,0,1,15,4,1,1,0,23,1,1,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,Boston
2018-08-04,16,21,4,9,4,5,1,4,1,14,9,2,1,3,2,11,4,10,21,27,9,3,9,0,6,1,1,0,1,2,0,0,0,0,1,2,8,0,0,22,1,0,1,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-05,14,16,2,15,2,3,1,1,1,16,8,0,0,2,1,15,4,11,19,30,8,0,14,0,3,0,6,0,3,5,0,1,0,0,3,4,4,0,1,12,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-06,17,28,3,14,11,1,2,4,1,13,18,3,2,1,5,14,7,6,29,24,8,2,6,0,3,0,7,0,2,7,0,1,3,1,1,2,11,1,1,23,1,1,0,0,16,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-07,21,15,4,7,8,6,1,0,0,5,12,0,10,0,5,9,3,4,21,38,7,1,7,4,2,1,7,0,3,4,0,1,0,0,0,4,13,0,3,8,1,1,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-08,15,24,3,11,5,1,1,2,0,11,20,0,7,0,6,12,3,12,17,33,5,2,10,1,1,1,3,0,1,8,1,1,0,0,0,2,12,0,0,8,5,1,0,1,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-09,17,30,5,5,9,5,2,5,0,8,23,0,6,2,5,14,7,14,27,37,2,0,13,1,3,0,4,0,4,5,1,0,1,0,2,4,12,0,2,18,1,0,1,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-10,15,34,0,12,7,6,2,5,0,16,18,2,3,0,4,29,6,9,26,34,6,2,8,0,6,0,10,0,3,5,0,2,2,1,0,0,6,0,1,14,1,1,2,0,11,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-11,18,27,0,12,0,8,1,2,2,17,13,3,1,0,4,17,4,8,22,24,6,0,9,0,4,0,3,1,3,8,0,3,2,0,1,3,18,0,1,9,1,1,0,1,6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-08-12,14,16,3,7,0,3,0,4,2,8,19,3,1,0,2,6,3,19,21,35,15,0,4,1,6,0,4,0,0,6,0,2,0,0,0,4,17,0,3,12,3,1,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-13,12,27,5,10,12,1,0,4,1,11,15,3,5,0,0,7,1,3,20,29,7,3,8,0,3,2,5,0,1,4,0,2,4,0,0,1,12,0,3,16,1,1,2,0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-14,18,32,3,7,9,2,2,1,0,18,22,3,4,0,2,11,3,20,11,23,6,2,12,1,5,0,9,0,1,10,0,6,2,0,2,4,12,0,1,12,3,1,1,1,12,1,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-15,19,26,7,16,11,3,1,1,0,12,17,2,8,1,3,17,9,17,21,28,5,3,7,0,5,0,3,0,1,8,0,2,5,1,3,3,17,0,0,11,1,1,0,1,15,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-08-16,24,28,3,16,6,5,2,6,0,11,10,0,2,0,3,8,8,13,19,39,4,2,11,4,5,0,1,0,0,9,0,1,1,0,1,1,9,1,0,13,5,4,1,0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-17,19,29,3,11,3,3,1,2,2,14,17,1,3,0,3,6,7,10,20,47,10,4,11,3,1,0,5,0,2,3,0,1,0,0,0,3,9,0,2,7,0,2,4,0,14,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-18,12,23,2,12,6,3,1,3,3,21,13,1,1,2,2,12,4,15,17,41,4,1,13,1,2,0,2,0,1,8,0,3,3,0,0,1,12,0,3,12,3,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-19,8,20,3,12,3,11,0,3,1,12,9,3,0,0,7,22,3,15,19,24,4,2,12,2,5,0,2,0,2,4,0,0,2,0,0,5,14,2,0,20,1,1,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-20,21,25,4,10,8,7,1,1,0,9,17,4,8,1,8,14,5,19,24,33,4,3,9,2,8,0,2,0,3,8,0,0,1,0,0,0,11,1,0,6,2,2,0,0,15,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,Boston
2018-08-21,22,29,3,10,11,3,1,3,1,8,24,3,5,1,1,13,6,10,30,31,5,0,15,1,5,1,9,0,2,11,0,5,1,0,0,2,8,3,0,11,0,2,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-22,16,28,2,8,2,4,1,1,0,22,12,1,5,1,4,15,6,10,14,43,5,1,10,2,6,1,3,0,4,3,0,3,3,0,3,3,12,0,0,17,1,2,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-23,24,24,4,8,8,8,1,2,0,16,17,2,7,0,4,12,2,12,22,42,4,0,8,2,3,0,1,1,1,14,0,0,4,0,0,5,14,2,0,14,1,2,0,0,13,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-24,18,31,6,15,6,3,0,2,3,12,20,2,4,0,2,11,4,7,20,30,7,0,17,1,3,0,8,0,1,10,1,3,0,0,1,4,4,0,2,13,4,2,1,0,13,0,1,3,3,0,0,2,0,0,0,0,1,0,0,0,0,0,Boston
2018-08-25,20,23,1,12,4,3,1,0,1,13,15,4,0,1,4,14,5,9,20,32,14,1,8,0,4,0,5,0,4,6,0,1,2,1,0,6,26,1,1,8,3,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-26,18,17,5,14,3,2,1,1,1,12,10,0,6,0,3,16,4,11,16,38,4,0,9,1,2,0,1,0,0,2,0,2,0,0,0,2,14,0,1,13,2,1,0,1,8,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-27,23,18,3,12,14,1,1,0,2,11,17,2,3,1,3,10,3,11,24,31,5,0,3,2,4,0,6,0,1,8,2,2,2,0,2,3,18,0,0,13,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-08-28,14,25,3,9,7,3,0,1,1,10,14,2,2,0,4,24,3,8,25,36,6,0,7,0,6,1,3,0,4,5,0,1,1,0,1,2,13,1,0,15,2,1,0,1,8,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Boston
2018-08-29,17,28,2,15,7,3,1,2,0,18,11,0,10,0,2,13,4,10,23,31,5,1,9,1,3,1,3,0,2,13,0,0,2,0,0,0,11,0,0,14,4,5,1,1,21,0,2,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,Boston
2018-08-30,16,25,2,10,2,3,0,0,0,9,16,2,6,0,4,14,4,15,23,34,6,0,10,0,4,0,6,0,0,5,0,2,0,0,0,5,18,0,3,15,0,3,1,0,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Boston
2018-08-31,17,25,2,16,8,4,1,3,2,23,21,0,2,1,6,12,5,8,30,42,11,2,11,0,4,1,6,0,2,4,0,1,0,0,0,3,15,0,4,12,0,1,1,0,6,0,2,1,4,0,0,0,0,1,1,0,0,1,0,0,0,0,Boston
2018-09-01,17,24,7,19,7,11,0,3,1,16,22,1,1,1,2,21,3,7,27,30,10,3,11,2,3,1,2,0,2,5,2,1,0,1,0,3,26,0,0,18,1,2,0,1,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-09-02,11,26,5,11,0,3,2,1,0,17,11,5,1,1,2,21,2,9,28,44,11,0,13,1,6,0,2,0,5,2,0,2,0,0,0,4,7,1,0,14,3,1,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Boston
2018-09-03,13,23,2,12,2,5,2,0,0,17,22,1,1,2,6,19,2,5,22,33,14,0,11,0,1,1,4,0,4,6,0,1,1,0,1,6,10,0,0,17,3,2,0,0,8,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Boston
2018-09-04,16,25,3,19,10,7,2,2,1,17,15,4,4,1,4,12,5,10,21,32,9,2,18,1,8,1,3,1,0,10,2,2,1,0,1,6,14,0,1,11,2,1,0,0,15,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-09-05,14,33,4,13,3,2,2,9,0,7,21,0,4,1,1,12,4,7,28,25,7,4,7,0,2,1,5,0,1,7,0,0,1,0,0,1,10,0,0,14,0,0,1,0,22,1,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-09-06,20,23,4,3,7,2,3,2,0,9,17,0,7,0,6,9,4,5,27,49,12,1,9,1,1,0,4,0,3,11,1,1,0,0,1,6,10,0,0,14,5,0,0,0,12,2,1,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,Boston
2018-09-07,13,23,3,14,9,3,5,2,2,9,11,4,7,0,1,8,5,10,26,30,4,1,5,1,6,0,9,0,0,7,0,3,1,1,0,4,7,0,3,9,0,1,2,2,29,1,0,0,4,0,0,0,0,3,1,0,0,0,0,1,0,0,Boston
2018-09-08,19,26,5,14,6,7,0,4,0,8,10,2,0,0,3,14,2,8,27,40,5,1,10,1,3,0,2,0,3,7,0,0,0,0,2,5,14,0,3,17,2,1,0,0,7,0,0,1,0,0,0,2,1,4,0,0,0,0,0,0,0,0,Boston
2018-09-09,14,21,0,12,2,6,0,0,1,10,10,2,1,0,4,13,3,7,23,24,4,1,12,1,4,0,0,0,2,2,0,4,1,1,1,3,8,0,1,11,7,1,0,1,2,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,Boston
2018-09-10,15,22,4,14,9,4,3,0,1,8,13,2,1,0,8,24,4,11,14,34,6,1,8,2,6,0,1,0,2,6,0,2,0,0,0,6,21,1,1,5,0,1,0,0,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-09-11,12,21,3,8,7,5,1,10,1,5,15,2,5,0,8,16,5,8,18,35,3,1,11,1,3,1,3,0,3,7,0,3,3,0,0,2,7,1,0,18,1,1,0,0,18,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,Boston
2018-09-12,16,24,7,11,8,5,2,2,1,12,17,5,2,0,2,12,4,4,24,32,7,0,9,1,4,1,4,0,3,5,0,0,0,0,3,4,9,0,0,14,1,1,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-09-13,8,25,6,10,6,3,1,5,0,12,22,2,2,1,4,9,4,6,31,27,5,2,10,0,4,0,3,0,2,3,0,2,0,0,0,4,11,2,1,16,0,1,1,0,14,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-09-14,15,23,3,8,8,2,0,0,1,17,25,1,3,5,1,14,7,10,18,43,8,0,5,0,5,0,3,1,1,6,0,4,0,0,1,2,6,1,2,18,1,0,0,0,14,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,Boston
2018-09-15,15,19,4,9,5,2,0,2,0,12,11,1,0,0,3,11,4,6,23,21,13,0,10,1,3,0,2,0,0,3,1,2,1,1,0,3,10,0,0,19,2,0,0,0,13,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-09-16,13,32,4,3,4,6,0,2,1,19,9,0,1,1,8,12,4,13,23,25,8,2,14,0,8,0,4,0,1,3,1,2,0,1,1,8,9,0,1,16,1,1,0,1,7,0,2,3,1,0,1,1,0,2,0,0,0,0,0,0,0,0,Boston
2018-09-17,20,20,8,7,7,7,0,1,2,14,8,0,6,0,3,21,3,13,29,32,10,0,3,5,2,0,11,0,4,13,0,2,1,0,1,4,19,2,0,7,0,2,1,0,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-09-18,18,23,2,2,4,4,2,0,1,13,17,1,2,0,2,14,2,12,20,35,3,1,6,0,2,0,4,0,4,5,0,0,1,0,1,1,5,1,0,8,1,1,0,0,12,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,Boston
2018-09-19,26,31,2,9,9,3,5,4,0,9,21,4,3,0,5,13,4,9,28,40,8,1,12,5,5,1,1,0,2,9,0,1,0,0,0,2,13,0,0,12,1,2,0,0,27,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,Boston
2018-09-20,24,28,2,8,4,10,2,2,0,11,20,2,4,1,4,12,2,6,28,25,5,1,7,2,4,1,5,0,1,8,1,1,1,0,0,3,9,0,1,14,1,1,0,0,29,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-09-21,16,24,5,14,5,8,1,3,1,15,25,3,1,1,8,21,3,4,15,32,6,1,8,3,6,1,6,0,5,9,0,0,1,0,0,2,9,1,1,21,2,2,3,0,18,1,1,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,Boston
2018-09-22,17,27,5,10,6,7,2,5,2,7,17,2,0,0,5,20,2,11,24,31,7,3,7,0,6,0,7,0,2,7,0,0,1,0,1,6,10,1,3,15,0,2,0,0,15,0,1,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-09-23,22,19,3,8,3,4,1,1,1,19,11,2,1,1,3,11,3,10,17,32,5,2,17,0,2,0,7,0,2,4,0,1,1,0,1,4,13,0,3,14,1,1,1,0,2,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,Boston
2018-09-24,20,27,7,5,9,2,1,5,1,14,21,3,4,1,2,11,4,8,21,33,5,0,11,0,7,0,8,0,2,8,0,2,1,0,0,1,10,0,1,13,1,4,1,1,18,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-09-25,12,18,6,6,2,2,1,2,0,12,20,0,3,0,5,19,3,10,22,37,1,1,4,0,2,1,4,1,1,5,2,2,0,0,2,2,12,0,0,10,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-09-26,32,26,4,11,6,4,2,3,0,14,19,3,4,1,5,13,3,7,17,30,7,1,16,1,6,0,5,1,1,6,0,3,3,0,1,4,13,0,0,14,2,1,0,0,20,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-09-27,21,29,7,9,2,3,2,3,0,15,17,2,6,0,3,15,6,7,31,32,6,0,11,0,5,0,2,0,3,12,1,0,1,0,0,6,13,1,0,9,3,0,0,0,20,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Boston
