date,Investigate Person,Larceny,Harassment,Property Lost,Fraud,Auto Theft,Counterfeiting,Confidence Games,Commercial Burglary,Vandalism,Other,Missing Person Reported,Police Service Incidents,License Plate Related Incidents,Residential Burglary,Simple Assault,Property Found,Larceny From Motor Vehicle,Medical Assistance,Motor Vehicle Accident Response,Aggravated Assault,Landlord/Tenant Disputes,Investigate Property,Auto Theft Recovery,Missing Person Located,Embezzlement,Violations,Criminal Harassment,Disorderly Conduct,Warrant Arrests,Other Burglary,Restraining Order Violations,Recovered Stolen Property,Service,Property Related Damage,Robbery,Towed,Evading Fare,License Violation,Verbal Disputes,Fire Related Reports,Firearm Violations,Search Warrants,Operating Under the Influence,Drug Violation,Prisoner Related Incidents,Firearm Discovery,Ballistics,Liquor Violation,Homicide,Offenses Against Child / Family,Harbor Related Incidents,Arson,Assembly or Gathering Violations,Bomb Hoax,Aircraft,Phone Call Complaints,Prostitution,HUMAN TRAFFICKING,HOME INVASION,Explosives,,city
2018-09-28,15,18,2,6,10,8,2,2,0,10,19,4,4,0,4,11,3,11,24,42,8,1,18,0,11,0,2,0,3,7,0,4,0,0,2,8,12,0,1,11,0,3,3,0,18,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-09-29,19,19,2,11,2,8,2,2,1,12,5,2,1,0,1,17,3,8,24,26,6,0,22,2,6,1,6,1,2,5,0,1,0,0,0,5,12,0,0,8,2,4,1,1,19,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Boston
2018-09-30,14,19,4,11,4,7,1,3,0,8,13,0,1,1,2,11,7,6,19,32,4,1,11,0,1,1,8,2,0,7,1,0,2,0,1,3,13,0,3,12,1,1,0,1,11,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,Boston
2018-10-01,17,23,5,23,16,3,3,1,0,14,22,2,4,2,7,19,2,3,20,44,11,3,7,0,2,0,5,0,1,8,1,2,2,0,0,4,16,0,0,15,3,5,0,1,15,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Boston
2018-10-02,16,30,5,5,3,8,2,0,0,21,8,3,0,0,2,11,6,11,23,41,5,1,5,4,5,0,4,1,0,6,1,0,2,0,1,5,11,0,0,18,2,0,0,0,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-10-03,14,31,5,12,4,4,1,4,0,23,26,3,5,0,4,10,6,10,14,23,11,1,7,1,6,0,4,0,1,10,0,3,2,0,0,1,6,0,0,7,4,3,0,1,15,0,0,1,3,0,0,0,0,0,0,2,0,0,0,1,0,0,Boston
2018-10-04,18,22,4,8,5,3,0,1,2,3,17,3,7,2,2,14,3,8,18,43,4,1,9,1,5,1,9,1,1,7,0,0,0,0,2,3,6,0,3,6,0,2,1,0,14,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-10-05,9,29,5,10,6,6,4,3,1,11,24,3,4,0,1,16,4,10,35,47,7,3,7,1,9,0,7,0,4,9,0,1,2,0,2,3,12,0,0,13,1,1,0,1,15,0,0,2,8,3,1,0,0,2,0,0,0,1,0,0,0,0,Boston
2018-10-06,11,20,5,6,6,3,0,4,1,24,14,2,2,1,2,14,3,11,20,30,11,0,9,0,3,0,7,0,3,4,0,1,1,0,1,5,7,0,3,8,0,2,0,1,8,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-10-07,7,25,3,11,3,2,0,0,1,12,11,3,2,0,3,20,2,12,14,47,8,1,11,0,4,1,2,1,3,3,1,1,0,0,0,4,5,1,1,12,0,1,0,0,9,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-10-08,12,25,5,13,6,2,0,2,0,11,10,1,1,0,3,8,4,9,15,21,8,0,7,0,1,0,3,0,0,7,0,1,0,0,0,2,9,0,0,17,0,3,1,0,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-10-09,16,38,7,10,8,6,1,1,3,11,11,2,4,0,4,10,3,8,24,29,5,2,7,3,7,0,5,0,4,14,2,3,1,0,0,4,4,0,0,8,1,3,1,1,21,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-10-10,19,23,13,9,8,4,2,1,0,6,21,6,4,2,2,18,4,10,33,41,6,2,7,1,7,0,4,0,6,8,1,1,5,0,0,2,10,0,1,4,1,2,0,0,21,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-10-11,11,32,6,9,2,7,4,3,0,7,10,4,4,0,2,13,3,11,22,27,6,0,9,0,5,0,5,0,1,7,0,0,0,0,1,4,6,1,3,15,0,3,0,0,21,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-10-12,19,24,2,12,8,4,2,4,0,11,20,3,2,2,1,10,4,2,24,43,12,1,8,2,5,0,1,0,3,4,0,2,1,0,1,2,10,1,4,12,2,2,0,0,7,0,0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,Boston
2018-10-13,11,17,4,8,2,2,1,0,1,9,12,4,2,0,3,22,2,15,18,31,5,0,14,0,6,1,2,0,3,2,0,2,1,0,0,1,12,2,3,12,2,2,0,1,10,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,Boston
2018-10-14,10,22,7,16,6,4,0,1,0,14,10,3,1,0,1,13,3,9,19,41,8,2,7,2,8,0,2,0,0,8,0,1,1,0,1,2,13,0,0,11,1,1,0,0,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-10-15,12,24,3,14,4,1,1,0,1,7,14,3,2,1,2,9,3,4,26,23,8,3,17,0,5,0,4,0,1,1,0,1,0,0,2,3,14,0,0,7,1,1,0,0,13,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-10-16,15,22,2,9,4,5,1,3,2,11,17,6,5,0,9,11,7,5,16,35,5,2,11,0,5,0,5,0,2,6,0,3,0,0,1,0,12,0,1,14,0,1,0,0,21,0,0,2,1,0,0,0,0,1,1,1,0,2,0,0,0,0,Boston
2018-10-17,16,26,4,3,6,6,1,1,0,9,17,2,7,1,0,11,7,5,17,34,5,2,6,0,3,0,4,0,1,6,1,0,0,0,3,5,8,1,0,10,3,0,0,0,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-10-18,17,24,6,9,3,5,0,1,0,6,12,4,7,1,5,17,5,3,21,37,5,0,14,0,8,2,6,0,1,5,0,0,4,0,0,4,8,0,0,12,0,0,0,0,20,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,Boston
2018-10-19,18,15,6,12,8,2,1,4,0,9,20,1,1,0,6,9,4,7,17,33,5,1,5,3,2,0,4,0,3,7,0,0,1,0,0,3,9,0,4,9,1,3,0,1,7,0,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-10-20,17,33,1,17,4,2,0,2,1,20,20,5,4,0,3,18,7,3,15,28,13,2,12,0,9,1,4,0,0,2,0,3,0,0,0,1,11,0,0,13,3,3,0,1,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Boston
2018-10-21,8,7,1,7,3,2,2,3,1,5,13,3,1,0,2,14,2,10,16,26,7,1,6,1,4,0,3,0,0,2,0,0,0,0,2,2,6,1,1,16,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-10-22,18,26,7,10,7,5,1,4,1,12,18,0,5,2,3,22,3,11,26,28,10,1,9,0,0,0,5,0,0,4,0,1,1,1,0,3,11,0,2,13,1,1,0,2,17,0,1,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,Boston
2018-10-23,15,22,6,10,6,7,2,2,2,15,9,4,7,1,4,11,1,8,24,32,5,2,11,1,9,0,2,0,3,1,0,1,2,0,0,3,11,0,1,14,2,2,2,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-10-24,20,26,7,8,1,3,0,1,0,11,7,3,5,1,4,13,1,6,30,33,5,1,4,1,3,0,4,0,4,3,0,3,0,0,1,1,16,0,1,9,3,0,0,0,13,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Boston
2018-10-25,15,16,4,9,15,10,2,1,0,13,13,6,6,1,4,20,2,9,18,23,6,0,13,2,8,0,6,0,1,7,1,4,3,0,1,3,15,0,0,7,1,0,0,0,18,0,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,Boston
2018-10-26,18,28,5,9,5,2,0,0,0,10,12,0,5,0,1,12,1,11,21,39,7,0,13,1,0,0,4,0,1,5,1,2,3,0,1,1,9,1,0,11,1,0,0,1,11,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,Boston
2018-10-27,7,24,3,13,4,3,0,5,2,14,8,1,1,0,3,10,1,9,16,42,6,3,24,0,5,0,2,0,2,2,1,2,0,0,7,5,12,0,1,13,2,0,1,0,5,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,Boston
2018-10-28,9,25,3,10,1,3,0,1,2,14,7,4,2,0,3,15,5,7,25,33,6,0,9,2,6,0,6,0,2,3,1,0,0,0,0,7,14,2,3,15,1,0,0,1,7,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,Boston
2018-10-29,11,20,5,8,4,1,1,3,1,13,16,2,1,0,0,16,2,13,18,33,4,2,11,1,7,2,2,0,2,4,0,1,0,0,0,4,14,0,0,9,2,2,0,0,13,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-10-30,11,21,2,5,10,4,1,2,1,18,15,2,3,0,1,15,3,5,26,34,11,0,10,0,3,0,5,0,1,6,1,2,2,0,1,4,13,0,0,13,1,2,1,1,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-10-31,22,26,4,11,5,3,3,2,1,21,17,3,2,1,3,17,11,5,32,44,17,1,10,0,11,1,3,0,4,3,0,1,3,1,1,4,2,0,4,16,2,2,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-01,12,15,9,13,13,0,1,5,1,14,18,8,6,0,6,16,5,4,22,45,10,3,10,1,7,0,6,0,3,7,0,1,0,0,1,3,10,1,1,11,1,1,0,0,18,1,3,1,1,0,3,1,0,1,0,1,0,0,0,0,0,0,Boston
2018-11-02,16,31,4,8,6,4,0,5,0,20,25,1,3,2,1,12,6,14,26,43,9,3,10,2,2,1,5,0,1,1,1,3,0,0,1,1,13,0,0,9,0,0,2,0,14,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,Boston
2018-11-03,14,21,6,13,3,4,0,4,0,18,19,7,0,0,2,19,5,21,21,29,8,0,17,1,9,0,5,0,3,5,1,1,0,3,6,4,5,0,4,13,0,3,0,2,9,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Boston
2018-11-04,13,22,2,7,4,3,1,1,0,14,8,2,3,0,1,13,5,12,23,31,5,0,10,1,3,1,2,0,3,4,0,1,1,0,1,2,9,0,1,14,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Boston
2018-11-05,16,19,3,13,12,6,2,3,0,11,6,3,3,0,4,11,0,10,30,31,6,0,9,1,6,1,3,0,3,10,0,0,1,1,2,1,10,0,0,17,1,1,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-06,20,22,6,14,8,1,4,1,2,12,8,0,3,0,3,15,5,8,21,40,2,0,11,0,2,1,4,0,0,5,0,0,2,0,2,1,8,0,0,8,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-07,17,28,5,6,2,4,2,5,2,10,12,2,4,0,3,15,2,4,15,34,8,0,7,0,3,0,2,0,1,5,0,4,2,1,0,5,8,0,0,14,1,1,1,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-08,21,28,3,7,6,3,2,6,0,10,12,2,2,0,2,13,0,5,18,23,4,2,6,0,3,0,3,0,5,5,0,0,1,0,0,2,10,0,0,12,3,1,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-09,12,26,3,9,4,1,2,2,2,7,19,0,5,0,0,9,1,2,20,47,3,0,7,1,1,0,4,0,1,9,2,0,3,0,2,5,13,0,0,8,2,1,1,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-10,12,23,2,9,1,2,2,3,0,12,22,3,1,0,0,17,3,12,24,31,7,0,10,0,5,0,6,0,1,3,2,0,1,0,2,1,16,1,3,7,1,1,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-11,10,16,2,9,2,3,2,3,0,12,9,3,1,0,2,13,3,6,17,37,8,2,10,0,4,0,5,0,3,2,1,0,2,0,0,4,10,0,3,12,0,1,0,2,7,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,Boston
2018-11-12,15,14,3,6,0,4,2,3,2,9,11,2,0,0,4,12,3,6,22,20,3,1,5,1,5,0,4,0,1,6,0,2,1,0,0,2,9,0,0,10,0,0,0,0,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-13,14,23,6,7,4,2,2,5,2,7,22,1,1,0,3,16,5,13,20,35,7,0,10,1,1,2,7,0,1,9,1,2,2,0,0,3,5,0,0,7,3,2,0,0,24,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Boston
2018-11-14,18,19,4,10,8,4,0,6,0,8,14,3,4,0,5,13,5,16,20,28,7,1,15,0,8,1,4,0,0,7,0,1,1,0,1,1,14,0,1,8,0,0,1,0,18,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Boston
2018-11-15,24,17,6,7,9,3,1,2,0,5,12,3,2,0,0,7,5,6,24,40,7,1,16,2,4,0,2,0,1,4,0,0,0,0,2,1,6,0,2,6,1,2,3,0,13,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,Boston
2018-11-16,16,23,4,11,2,1,1,3,0,8,10,6,2,0,3,13,1,12,12,47,5,0,16,1,9,0,3,0,3,3,1,2,0,0,1,1,13,0,0,8,0,1,3,0,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Boston
2018-11-17,20,25,3,8,3,7,1,2,0,13,18,3,2,0,5,23,4,12,26,34,6,1,13,1,5,0,4,0,2,4,0,1,0,1,0,4,14,2,2,8,0,1,2,0,9,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,Boston
2018-11-18,12,18,2,14,2,3,0,0,0,17,13,2,3,1,3,16,6,11,19,31,10,0,9,1,2,0,7,0,1,3,0,0,0,0,1,2,7,0,3,7,1,2,3,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-19,13,18,0,10,5,4,0,2,0,5,11,2,4,0,4,9,2,8,22,33,8,1,9,0,3,1,5,0,0,5,0,2,0,1,0,0,7,0,0,11,0,6,5,0,12,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Boston
2018-11-20,17,24,5,7,7,7,2,1,0,11,6,4,6,0,6,11,3,10,25,39,9,0,6,4,9,0,6,0,0,5,0,2,2,0,0,1,7,0,0,13,0,2,0,2,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-21,16,17,2,7,5,2,1,0,0,8,14,5,4,0,6,12,2,8,24,36,6,0,9,0,14,0,5,0,1,6,1,0,2,0,0,4,5,0,3,8,2,1,2,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-22,10,5,1,3,0,2,0,0,2,17,7,4,1,0,4,6,0,9,10,13,3,1,4,1,4,0,0,0,2,1,0,0,2,0,0,2,6,0,0,9,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-23,11,16,4,7,5,5,1,3,0,5,6,3,4,0,2,10,2,5,19,20,3,0,9,1,5,0,3,0,0,4,1,1,0,0,0,2,7,0,0,11,4,0,4,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Boston
2018-11-24,14,24,2,7,1,3,1,3,1,13,5,2,1,0,4,9,2,11,17,24,4,0,12,0,3,0,7,0,1,4,0,1,1,0,2,2,10,0,3,15,2,0,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-25,7,20,3,8,3,0,0,4,4,21,11,0,5,0,2,14,2,14,15,38,6,3,6,0,1,1,5,0,0,3,0,2,0,0,0,3,4,0,3,14,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-26,14,26,2,11,5,3,0,2,1,18,12,1,4,0,5,15,3,15,18,37,1,1,8,0,5,0,7,0,0,5,0,6,0,0,2,4,10,0,0,9,3,1,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-27,14,38,2,12,9,2,0,3,1,11,15,1,2,0,5,14,3,9,21,27,5,1,11,0,2,0,2,0,1,4,1,1,0,0,1,4,5,0,0,16,4,1,2,0,15,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-11-28,16,12,3,9,7,7,2,2,1,12,11,1,3,0,4,10,1,8,18,24,7,0,7,2,3,0,1,0,3,9,0,2,3,0,0,3,9,0,0,11,2,3,5,0,35,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Boston
2018-11-29,16,26,4,9,3,5,2,3,1,22,18,2,3,1,3,21,6,15,15,37,10,3,12,5,7,0,6,0,0,6,0,0,3,0,1,4,5,0,4,13,1,4,2,1,25,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-11-30,11,32,10,12,12,5,3,4,1,12,11,8,5,0,2,10,3,5,28,25,7,2,14,2,8,1,5,0,1,4,1,2,1,1,2,7,15,0,1,12,0,3,0,0,12,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-01,18,42,8,16,5,1,0,4,0,9,8,3,2,0,5,17,3,10,21,29,9,2,13,1,4,1,4,0,0,5,0,2,1,0,2,5,12,0,0,12,1,2,1,0,12,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,Boston
2018-12-02,15,20,1,6,3,1,1,1,1,7,11,3,2,1,1,18,3,7,19,26,5,2,6,0,6,1,5,0,5,3,0,1,0,0,0,2,12,0,2,9,0,0,1,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-12-03,24,31,5,11,5,1,1,8,0,11,11,3,1,1,2,11,5,3,21,36,8,0,8,0,3,0,4,0,2,5,0,3,4,0,2,4,11,0,3,13,0,2,0,1,17,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,Boston
2018-12-04,13,26,3,10,6,1,2,2,1,13,20,1,8,0,7,13,5,4,31,25,4,0,10,2,3,0,2,0,2,4,0,2,0,0,0,4,13,0,0,14,2,1,3,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-05,13,20,3,6,6,4,5,1,1,14,21,2,3,0,5,17,7,9,24,30,3,1,11,0,6,0,7,0,4,7,0,2,2,0,1,3,7,0,1,12,3,2,0,0,26,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Boston
2018-12-06,21,30,2,11,3,3,1,3,1,15,13,2,2,0,4,9,1,5,26,32,6,3,4,1,1,0,8,0,0,7,1,0,0,0,0,1,11,0,0,14,0,1,3,1,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Boston
2018-12-07,22,28,2,15,11,2,1,4,0,9,11,4,5,0,4,15,0,3,26,35,2,0,10,1,9,0,3,0,2,6,0,2,0,0,0,3,5,0,2,10,0,2,2,1,18,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-08,16,31,0,10,4,6,2,0,1,9,13,6,0,0,0,14,3,2,15,43,9,1,4,2,7,0,3,1,0,2,0,2,1,0,2,6,8,0,0,10,1,0,0,1,8,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Boston
2018-12-09,14,20,3,7,5,3,2,0,1,10,14,2,0,0,4,18,3,7,29,27,8,0,14,1,6,0,6,0,1,3,0,1,0,0,1,1,15,0,1,12,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Boston
2018-12-10,12,26,5,9,5,3,4,3,3,9,17,1,2,0,3,12,1,8,33,41,1,0,9,0,7,0,3,0,0,5,0,0,0,0,0,4,6,1,6,12,1,1,2,1,12,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-11,19,17,5,7,5,4,1,1,0,9,15,1,2,1,6,14,3,3,21,27,4,0,8,3,7,0,5,0,1,3,1,1,0,0,0,1,10,1,2,1,5,4,1,2,15,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Boston
2018-12-12,11,25,2,9,2,2,0,3,1,5,14,3,1,1,5,19,2,7,24,31,10,2,9,0,3,2,2,0,2,4,1,0,1,0,0,7,6,0,1,14,2,3,1,0,11,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Boston
2018-12-13,13,34,5,9,5,1,2,7,1,14,9,2,2,1,1,16,2,3,21,24,3,0,10,0,3,2,2,0,0,9,0,4,1,0,1,2,9,0,1,12,3,0,6,0,9,0,0,0,1,0,0,0,0,0,16,1,1,0,0,0,0,0,Boston
2018-12-14,14,29,4,13,8,0,3,4,1,8,16,4,2,1,4,17,0,8,21,26,8,2,14,0,9,0,6,0,1,6,0,2,2,0,0,5,9,0,0,12,2,0,2,1,20,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,Boston
2018-12-15,13,25,4,14,7,5,0,2,0,9,14,1,4,0,3,11,3,9,15,31,7,0,6,0,4,0,1,1,2,6,0,1,1,1,0,2,10,1,0,14,2,1,1,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-16,14,23,8,10,3,5,1,2,2,9,13,5,0,0,3,15,6,7,19,56,6,0,12,1,8,1,6,0,0,5,0,2,0,0,0,5,9,0,1,12,1,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-12-17,13,21,1,8,4,4,0,2,3,10,11,2,3,0,4,12,2,16,24,33,9,0,10,0,3,0,4,0,0,4,0,1,1,0,0,8,8,0,0,6,1,1,1,2,8,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-18,16,21,2,10,9,3,0,3,1,17,13,1,7,0,7,13,5,22,27,34,3,1,8,0,1,0,2,0,0,6,1,1,0,0,1,4,4,0,5,11,1,0,0,1,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-19,20,34,5,8,7,1,1,2,2,11,16,2,5,3,5,13,2,2,33,36,9,0,9,2,4,1,2,0,2,5,0,2,1,0,0,2,7,0,0,4,4,3,2,0,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-12-20,17,17,4,8,6,0,2,2,0,13,10,2,5,1,3,12,4,7,30,28,2,0,11,0,9,1,4,0,0,1,1,0,1,0,0,1,11,0,0,13,0,0,2,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-21,13,20,4,9,5,2,0,5,0,11,18,6,4,2,8,20,4,11,25,59,8,1,12,0,10,0,1,0,4,8,0,1,1,0,1,2,8,0,2,12,1,1,0,0,15,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-22,13,27,2,10,3,3,0,3,0,11,7,3,0,0,8,14,2,10,23,31,8,0,10,1,4,0,5,0,2,7,0,0,1,1,1,5,6,0,3,10,2,2,1,0,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston
2018-12-23,12,12,2,7,3,3,1,4,0,15,10,1,0,1,4,10,1,5,19,26,3,2,12,1,4,0,8,0,1,2,0,1,1,0,0,1,9,0,0,8,3,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-24,13,16,0,9,1,3,0,3,1,9,11,3,1,1,2,8,0,9,16,20,6,0,15,0,3,0,1,0,0,2,0,1,1,2,0,2,5,0,0,9,1,0,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-25,13,8,0,6,4,0,0,2,0,7,4,2,1,0,4,6,0,5,15,17,7,0,9,0,3,0,1,0,1,0,1,2,0,1,0,3,5,0,1,15,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Boston
2018-12-26,11,20,3,5,2,1,0,5,0,4,6,1,3,0,2,15,0,6,17,25,5,0,6,0,2,1,1,1,0,3,0,1,0,0,1,2,3,0,0,10,1,1,0,1,13,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-27,15,19,2,6,1,3,1,0,0,11,11,4,4,1,2,10,3,7,14,10,3,2,11,2,6,1,3,0,1,3,1,2,1,0,0,1,9,0,2,11,0,2,0,0,15,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-28,4,17,3,7,7,4,1,0,0,12,12,3,5,1,8,11,5,6,22,28,6,1,13,1,4,0,2,0,0,6,0,0,1,1,0,1,8,0,0,8,2,1,0,1,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-29,12,14,1,2,1,1,3,1,0,11,18,4,4,1,1,10,0,11,19,27,6,1,8,0,8,0,3,0,1,5,1,1,0,0,1,2,7,0,0,17,3,0,3,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
2018-12-30,15,21,7,9,3,2,0,1,4,18,15,3,4,0,6,17,4,6,20,19,2,0,8,1,5,0,10,0,1,4,1,1,0,0,0,1,7,0,5,15,3,1,1,1,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston
